Animal	Species	Farm	Yield
832	1	25	2.6892329851
844	4	69	11.473783815
1175	5	62	13.592548059
249	2	61	9.7174439354
666	2	38	13.666349214
2283	1	91	12.258628862
1785	2	24	7.1961733764
2108	1	33	6.631868922
2112	2	73	11.5348663
2481	2	26	5.6549352413
1321	4	60	14.384904022
1314	1	69	6.6916917068
1053	2	42	1.0660322113
1102	4	33	13.851863046
2735	2	7	6.2780414039
2126	1	14	6.5145057439
1398	4	25	9.0861090257
2039	1	84	11.725257717
2928	3	96	13.736596133
816	3	100	21.07538695
1017	3	19	8.2116905477
251	3	25	9.4971999383
2102	2	49	5.3807091505
2847	4	86	11.071631237
2872	4	44	10.873471022
2619	2	54	10.025616274
1468	1	6	5.3425359004
1014	1	8	0.3721719777
1874	5	16	5.1202632929
454	3	92	10.483908271
1924	3	65	15.805894306
2745	1	77	11.589330304
277	5	53	11.308204759
613	3	47	6.5978421153
2533	4	24	12.584527328
308	2	94	13.995180738
1541	2	30	7.8733992482
2367	1	34	5.942400968
722	3	92	16.584920253
417	3	90	15.827463969
2261	5	79	15.040353389
2386	4	44	12.770506829
2157	4	53	11.240718859
1633	1	96	9.5769462072
1449	3	18	7.4632699938
376	1	94	9.1326802932
1621	3	82	9.0714390575
202	5	31	1.2984218573
42	4	73	20.844726906
2126	1	14	-0.710576983
683	2	96	8.9181712672
1484	3	91	10.71221892
655	3	37	6.188293812
2914	2	38	6.9128947489
21	1	83	6.3956003639
2297	3	95	15.213341255
53	1	8	4.1449035833
380	5	100	18.802192485
470	5	60	10.566274478
446	4	56	8.7223699502
1108	1	53	10.735350384
2863	5	65	13.809879065
474	3	12	7.2047904503
2717	1	93	11.949650461
329	3	32	5.4207854787
1417	5	93	17.001812927
717	5	17	10.744388474
2577	3	80	18.435543036
2376	4	29	4.0373663409
1349	1	45	7.0454521631
1502	3	3	10.719263254
2762	5	45	7.5112533575
1344	5	24	15.283534383
412	4	88	15.300700421
1327	1	78	12.94956581
373	2	84	8.6614480129
2291	2	88	10.087324632
371	3	75	13.458634222
2868	4	76	12.156958638
1512	1	41	6.8191050256
971	3	7	4.5537811022
852	3	31	1.1618471378
1767	1	57	13.798741007
466	5	86	19.684756365
1673	4	98	16.49480958
2996	4	66	15.104164701
964	5	31	12.110751668
1369	1	24	3.7617185708
279	4	43	14.363772821
1749	3	52	16.04854183
2142	5	3	8.2768602294
1024	1	39	8.4046962845
569	2	11	8.7528764534
1353	3	76	11.305953531
1329	1	45	1.8234439769
508	3	20	5.4913944893
2677	5	84	20.750115517
212	4	22	12.551069252
1992	3	58	16.112336837
2633	3	43	9.4450828686
2757	3	6	3.3817907624
2360	5	92	17.04051216
2271	3	29	7.17670449
2663	5	19	8.0926753127
1370	4	68	15.983732022
986	5	64	16.5006503
1673	4	98	16.55228781
1482	5	64	11.804805583
1209	5	2	14.14403231
922	4	23	5.1725621509
320	5	25	7.7767811994
384	5	26	19.893468392
2208	4	98	11.6226346
1523	4	100	18.016323871
2335	3	54	7.7140174866
311	1	22	-0.974493317
2672	3	73	7.8851131858
1638	3	95	13.888490124
32	5	64	13.798837791
469	4	55	13.720698708
1319	2	61	11.079338306
1208	2	40	12.351338055
1007	1	49	5.0614137472
2474	1	18	5.0592243746
1539	2	2	5.714985848
926	2	20	1.0223031765
2643	3	45	10.249016417
1428	2	90	14.347889362
2630	3	1	1.2522306491
2000	4	9	6.041417611
2806	4	85	14.265384385
1507	5	80	17.86105642
629	3	18	5.9975588184
2463	2	6	3.5760947877
1873	2	3	0.5919840955
274	3	91	11.713479902
519	4	10	3.6712048242
424	3	61	10.824802481
521	4	46	4.3959284902
1002	3	89	15.111821679
648	1	69	6.8047959014
739	1	51	6.3640610739
1839	4	11	6.0930062729
1680	5	87	15.88140242
1455	4	43	15.386246501
2126	1	14	4.7628214289
1315	1	41	4.8381800943
441	4	15	3.8055964357
913	2	29	3.0215267523
52	4	4	7.0979938095
1147	4	29	5.7856150967
2033	4	51	10.192179749
1765	5	27	8.2459782289
1464	4	26	7.8554126675
999	2	95	12.420741623
2609	5	55	10.355865911
2353	3	7	9.1654954332
277	5	53	16.966069986
769	2	43	6.1283097525
436	4	8	6.7768339245
835	1	59	7.733969453
947	2	89	11.246585193
2764	5	66	10.820967772
266	4	63	18.399516972
1534	2	45	10.455618599
1642	2	49	9.7545488652
2918	3	58	8.8767930741
910	3	45	5.3912008302
25	2	11	5.2113593448
1104	3	4	8.9984025115
2470	5	89	17.04430206
1768	2	83	14.151470406
1146	5	58	11.152337595
2002	3	90	6.7878068875
216	5	71	12.599842466
288	1	96	5.8959440275
1253	3	70	10.625678806
2348	3	72	12.103379991
315	5	19	7.0796188622
2837	5	92	16.044237362
983	4	50	10.398991488
1769	3	32	5.2884213702
1534	2	45	14.278359131
1558	5	98	18.334661912
1126	2	92	13.102763311
1903	3	50	11.984696511
1887	5	44	11.085561499
410	1	45	7.0829182576
23	3	22	8.6871305684
1644	4	22	15.218756022
2478	5	69	8.7628559384
1231	4	97	8.5197267519
504	1	81	13.032955478
2498	5	67	6.0141558465
1585	2	70	10.547825756
1718	2	83	14.734799434
150	3	16	-1.10073538
2211	2	41	5.9975532705
1604	5	28	6.8271063875
2785	2	36	1.0187758161
2813	5	14	4.4750082354
2851	4	14	2.9816231221
2076	5	85	12.463375591
667	4	69	3.1669910204
2010	4	38	9.3991716307
1080	1	97	10.026567046
1688	5	5	15.051780947
2511	5	4	10.251612619
1960	5	59	17.069065711
2646	1	25	7.4640033379
482	3	87	10.463666776
1502	3	3	7.1394144938
1384	5	89	15.020554858
2983	1	54	8.1437403251
940	3	89	8.2970052499
578	5	98	14.862136849
2789	4	21	2.9664065781
1918	4	77	11.926098049
2500	5	33	7.9431125273
968	3	12	4.9585243994
2472	3	99	17.472523287
2755	2	37	6.7380524318
1790	4	4	1.9604537718
669	4	67	10.959043521
567	2	68	11.205964444
2682	3	57	4.3846404342
396	1	13	6.8852406646
1430	4	45	12.709373242
1028	3	15	1.7847046971
1483	2	53	2.0259960916
867	1	46	4.3830282713
1910	1	52	11.621349555
740	4	2	5.4106971504
1170	5	88	16.849022778
2065	5	92	16.685661341
2273	1	43	7.676286707
2273	1	43	6.3009166234
923	5	71	10.009461135
2557	2	73	12.363591295
1076	1	83	12.854547558
1710	1	18	5.1059431845
15	3	49	6.7174424644
2191	5	86	14.312609187
960	3	86	10.289224054
2660	4	85	14.568232577
2033	4	51	4.7290059629
902	1	97	11.508616412
2708	3	73	10.528022755
2382	5	56	10.232738971
2358	3	65	6.9253855437
2535	5	60	9.3334535294
2798	3	36	14.387342582
744	1	16	4.778221309
2067	2	31	1.1636771827
2424	1	1	-0.705328315
782	2	25	8.435173279
863	4	24	9.8447194542
69	4	37	12.744275128
661	5	44	11.495111546
661	5	44	18.703034839
1715	5	64	10.210384818
590	2	22	6.1622329389
543	3	18	9.7470829549
2816	5	4	7.867196104
176	3	2	2.2969192831
2920	5	28	7.2432986583
1834	4	4	8.3955980407
1637	4	35	6.7375828203
582	5	24	9.6157215014
997	4	51	9.9972974104
1827	3	48	5.7700082129
2664	3	38	11.048562963
172	2	83	14.917677179
800	4	43	11.408743783
1910	1	52	5.3289204644
1891	4	43	9.6862269772
2434	4	40	17.55719478
1373	3	36	8.2975670076
280	5	26	5.8825725782
323	4	99	14.523781779
15	3	49	2.6753840193
2419	5	21	5.517177035
2233	5	43	10.655591048
290	4	5	6.1365403044
1558	5	98	18.267772004
2686	3	76	9.3370555471
994	4	37	9.5874586319
734	5	40	9.7152122362
2054	4	57	11.008670672
873	2	71	16.052484114
2133	3	74	14.169664011
1862	2	99	15.960962854
1801	1	86	14.229989021
1889	1	81	9.4021160952
1060	1	67	9.6685826806
1450	1	14	0.6418904169
1806	5	93	13.622425282
641	2	47	13.948200572
2953	3	20	2.593236683
861	1	4	1.5580574746
547	5	29	6.4337568456
2173	4	43	10.227876689
1034	1	93	14.764200702
137	3	88	14.479366088
2012	4	45	10.404423414
385	4	68	10.152365055
209	5	32	5.9911906521
1416	5	92	17.565946442
1538	3	81	16.626449541
1466	4	57	9.9702639283
2638	2	41	14.701710911
2006	4	32	7.1798774307
2213	4	74	17.880787636
2727	2	73	19.511203609
980	3	34	8.1770301933
360	5	15	-1.620310209
501	3	24	2.2084769508
595	1	100	11.951864541
404	2	2	0.2663137785
839	3	2	4.9847582824
2251	4	41	4.0595519594
1943	3	69	19.69119185
638	2	7	4.8472841313
1844	4	51	10.553056424
2452	4	33	4.7660852748
642	3	72	7.8429585979
370	5	46	17.627154985
639	2	27	8.2353750699
1945	4	4	7.7679797802
1737	3	3	4.8691484061
2762	5	45	8.3206221634
2197	3	16	11.697267858
1930	3	20	5.4536228713
235	4	60	12.135878972
1873	2	3	2.4126792354
602	1	17	5.2942736583
1763	3	90	14.99004731
393	2	5	6.9007044726
57	3	63	6.6904134882
241	5	47	6.5585787179
187	5	52	7.5255200341
982	2	56	9.6535010719
277	5	53	10.845056149
1796	3	15	1.5825003043
2809	3	100	20.359441557
52	4	4	-3.054368707
594	5	37	14.239259041
1614	4	69	11.666469156
1723	3	19	16.117509446
977	1	68	8.0792551309
1427	2	28	9.0725917532
1564	3	64	12.961501371
2131	1	97	12.452924799
669	4	67	11.677600537
2218	5	67	14.548619295
1186	4	82	6.8625158554
917	4	71	10.806678315
2763	1	99	14.273963834
686	1	67	9.7963264518
434	3	3	0.3097464751
1250	4	11	4.0096543552
1576	5	86	17.976385369
2032	3	52	8.9306191559
2642	5	25	13.101110983
382	2	8	0.1032262818
1474	2	4	5.3552308553
1710	1	18	3.6530650395
770	2	62	14.181844147
1174	5	92	16.664204637
515	4	78	8.7564100452
1318	5	87	11.451867933
2640	4	69	6.856037099
2914	2	38	9.7499490932
154	3	39	13.138136216
1093	2	92	10.101485492
95	4	54	12.509572072
72	1	61	6.6014714667
533	4	50	11.479224972
1131	1	56	9.0581650824
1447	3	58	5.304632399
135	2	81	14.737192567
2924	1	82	13.088040652
1530	2	96	6.2339181578
263	1	79	10.567960891
877	2	41	3.7451746695
1274	5	71	8.5537488822
2666	2	29	4.3909705491
1564	3	64	11.300587357
546	4	31	9.667722401
666	2	38	5.3120093318
2434	4	40	11.361928419
2347	5	47	5.0675955528
2616	2	69	6.3420067603
2089	3	91	10.768305307
2999	5	38	12.065811365
77	5	78	11.448830077
2313	2	90	7.9082993317
1704	1	61	7.418308137
37	1	55	8.3557541695
1081	3	32	8.3699386055
656	4	29	7.2944121298
94	5	3	3.3428807343
2945	2	16	11.03168054
693	5	35	8.1134103633
1684	1	59	8.8984206209
323	4	99	11.251541837
842	3	92	12.387811534
2736	5	38	6.8355338089
215	2	22	7.8373174453
2534	4	64	16.323849538
2682	3	57	6.2369962834
2051	5	2	7.2432166753
535	3	81	8.4774864516
2065	5	92	11.432518931
2425	5	37	11.627692841
2343	3	15	5.0333631079
2709	2	14	3.5869683408
303	1	82	7.8522300983
1900	2	85	6.871713647
2342	5	17	6.1457449561
1336	1	98	10.59818876
490	5	80	12.140053019
805	1	49	9.0460988519
2544	1	6	4.690130789
1311	1	34	8.5591534168
2129	4	51	5.2743325244
2299	4	61	11.094081242
2330	4	56	8.4260640961
742	2	78	10.126349236
2796	5	65	12.326341175
1477	1	77	10.082223907
1268	1	41	1.1809355413
1439	2	64	11.668971048
1991	4	98	13.833850715
485	1	15	11.779341743
63	5	40	1.9209655194
2684	4	48	11.422877023
1342	2	7	3.7261426221
391	3	42	7.2042955475
534	4	33	4.5327945686
1508	2	96	11.006915068
1953	2	9	5.8300616317
2156	1	68	14.414002398
2822	1	49	2.9633023967
1991	4	98	12.384576563
2299	4	61	16.036662489
514	3	33	1.6654409438
4	5	46	15.582005755
2603	1	22	6.7279524318
187	5	52	8.5331279225
332	3	49	10.746133702
2410	3	97	16.441964641
2576	4	81	15.278197791
2855	2	52	-0.850806321
103	3	72	6.874308409
365	4	67	11.628538506
2401	4	23	12.19713325
47	1	53	6.2585259836
289	5	68	14.539407173
1454	4	4	0.3104360243
1969	4	33	5.4539925852
1032	2	45	7.142254498
1131	1	56	6.3433638186
1462	4	8	11.004082957
2349	5	37	16.903418551
2343	3	15	8.3959096199
2687	1	42	1.5533768284
2504	3	72	9.3855414198
2879	5	48	10.332229795
1712	5	1	8.7675579767
1900	2	85	13.088173113
1861	3	39	11.12329414
1754	2	52	4.5293817855
1423	5	40	15.272603832
2189	4	26	1.2359199776
2247	2	11	8.6363358031
882	1	16	0.6256848743
1278	1	93	12.465980916
384	5	26	13.474500657
1377	2	64	9.1835656261
2326	3	80	13.454511271
1640	2	79	10.372025631
346	3	15	3.3218368422
2728	5	5	5.7897609888
2971	4	37	14.993676345
2448	5	84	12.412590727
2870	1	56	4.1236814714
2241	1	57	6.6873927886
2210	4	43	7.6490171641
197	3	44	6.8580242804
2629	5	17	7.432503211
552	4	58	6.2586545624
1950	2	58	4.0446216745
2062	2	63	9.8481869952
390	2	28	7.5832579166
1214	3	70	5.3252686526
2085	5	15	7.6367990079
2324	3	79	13.146970004
1567	3	64	7.8458494932
2853	5	13	0.9649418658
287	1	53	5.275251499
2421	1	11	4.864552009
2281	5	89	16.571268834
94	5	3	3.5739024776
2443	3	84	9.6188631678
576	4	33	11.594048341
1318	5	87	13.227988951
2163	4	93	7.5137251606
2951	5	57	6.7937147131
2743	3	94	13.947194289
129	1	66	9.9237624015
141	3	2	8.6522518509
1716	1	96	7.6168922655
184	2	27	9.2299654131
767	4	6	7.0390200098
1359	3	1	3.1606586101
474	3	12	7.3158376665
675	2	30	13.752219624
2217	2	45	10.43418607
2950	3	51	12.360348627
245	1	13	0.7762092623
1850	4	3	5.108919466
2198	1	92	8.2205554912
2239	4	95	9.3107777353
2195	5	68	13.448533448
277	5	53	10.230705161
773	5	79	14.405864351
1654	2	22	11.813567265
2568	3	90	2.303364836
510	2	96	11.958585906
1276	5	58	10.211709057
2854	5	33	11.680981767
2487	5	47	8.9729218161
2826	4	3	2.6740431307
850	5	48	9.0360290956
968	3	12	6.9629358196
606	2	47	5.5508327951
948	4	1	2.6011855521
590	2	22	3.1217722516
2957	1	35	8.5561319057
2646	1	25	9.3477153286
2219	2	21	0.8016337809
1772	4	18	0.2982733713
1565	3	31	9.0280017425
552	4	58	13.978448398
1132	2	83	12.829639237
334	2	63	14.096070807
2045	4	10	3.6332832583
2545	1	81	13.400246965
490	5	80	18.643887811
334	2	63	6.8817531596
421	3	73	12.593370808
2906	4	85	9.2667353358
1991	4	98	7.8468637032
1445	4	99	16.910073296
2857	3	12	7.2061795476
2307	5	6	13.279856388
853	1	85	10.358746617
497	1	39	2.448840057
325	2	53	2.5360238838
2683	4	19	10.216243853
2772	5	95	15.397247139
879	1	35	2.767533299
754	5	29	2.0452142405
1484	3	91	11.910475065
2945	2	16	8.02814161
1935	1	35	6.7365747656
2558	2	81	11.131910693
2917	5	40	2.6836417123
2520	3	94	13.670669104
662	2	22	10.77521743
2218	5	67	9.5794274284
642	3	72	11.378190034
1907	5	49	6.1814109291
2747	4	47	6.1261414957
1598	5	95	9.5538298932
690	1	64	2.8144012437
1936	3	87	6.478408367
248	1	70	10.131914201
1283	5	89	15.017038953
1775	3	29	11.444319345
2290	3	23	3.6999046135
1357	3	72	11.86779437
571	2	33	11.511966074
1956	5	72	5.7774757189
1645	4	63	13.079013354
2812	4	73	17.731273582
2131	1	97	18.360915722
1776	1	27	-0.288536995
1858	5	94	15.709986966
185	3	85	8.2625091859
2692	3	82	15.225259694
1046	1	51	6.4666837053
2744	2	65	9.2618082152
2329	2	67	7.5137831618
381	2	5	9.4721927428
2674	3	55	13.998271667
689	5	56	12.995263543
598	4	44	12.295662335
2893	4	48	11.036717232
991	5	32	12.186576321
1389	4	6	4.422299301
1337	3	38	9.9908281865
362	1	67	8.2051417701
1862	2	99	9.0261795789
2417	2	37	4.0660356068
2426	4	66	13.457328785
2496	3	25	8.0111746569
1499	5	6	2.7354751872
2891	3	38	10.392799945
1536	1	20	5.4545541018
163	5	12	7.5663849153
1516	1	41	4.6290095348
2947	3	57	8.2008571087
901	4	66	9.1059508582
2667	2	37	6.7122300524
1260	3	47	6.1761962894
1072	5	73	11.060172941
2804	1	95	9.7641845025
1583	3	19	7.7043887246
2555	3	2	1.9527072834
2678	1	94	14.842972462
2584	3	74	8.5534302656
1060	1	67	0.8500407962
1108	1	53	3.821200111
1652	5	43	14.086260134
1629	5	54	12.270356491
2674	3	55	7.8363669751
534	4	33	7.1189943791
1653	2	49	10.292525284
41	3	82	19.511971539
1081	3	32	12.421800254
1026	2	81	13.11770028
1153	5	71	11.157992131
2656	3	28	7.8781847241
2948	3	96	16.360014083
1975	4	10	10.88630547
1958	2	85	8.5897937903
359	1	49	0.022821023
2102	2	49	1.3274099725
2257	5	24	3.2546084833
1889	1	81	12.372919173
533	4	50	8.0457572869
921	2	76	8.6378908048
2492	4	38	9.4903973174
684	4	48	13.238711795
831	3	48	11.596442756
1779	1	40	5.127080904
954	1	56	5.2972751094
2684	4	48	10.334249173
27	3	5	2.945300533
1271	2	94	15.451638261
747	2	94	9.9143975975
341	4	54	12.764686706
1541	2	30	8.3034935271
1053	2	42	7.5047412571
2686	3	76	8.9890272794
1216	3	9	0.824154976
1222	2	85	8.1541558364
910	3	45	11.823457362
56	3	24	5.7527180994
115	1	97	13.585103374
2905	5	86	17.941113649
2813	5	14	11.413191825
2343	3	15	4.5240288113
911	3	73	14.17818359
914	3	23	9.9405145595
1297	2	73	8.2578297437
1850	4	3	6.5814457757
778	1	32	12.983617911
1856	3	43	9.736423515
571	2	33	10.031880783
719	1	25	0.1911574809
1044	4	81	19.568512288
1125	1	60	6.8203189993
2777	5	41	12.059597967
2954	1	35	8.1199464446
28	4	72	10.481726175
2625	5	49	11.839203899
525	4	13	9.7330252041
2046	4	33	10.446380165
2266	2	94	17.219523387
438	2	8	2.4046255244
715	3	95	17.862937512
896	5	23	7.9744702971
2725	2	86	5.6567733169
141	3	2	4.1757688524
1555	3	94	17.003789325
1505	5	12	7.4158157913
229	1	41	9.8332201711
2200	4	83	11.222249151
156	3	88	8.5769857541
251	3	25	11.068411026
587	4	98	16.678571398
400	3	1	6.3090988091
1422	3	13	5.9170293044
684	4	48	11.828083864
1498	3	43	5.208544698
949	3	68	8.2745500739
1381	1	35	7.8928053606
1625	4	36	11.566672277
2495	2	93	13.509409359
2698	3	38	1.7067111156
364	3	47	8.6982279823
1172	5	46	12.696392094
2783	4	67	16.617511199
1430	4	45	8.1079348481
1726	2	45	4.6505100979
2454	2	24	4.6135389317
2736	5	38	8.0934539115
2715	3	37	3.9248887279
2213	4	74	11.485613355
473	5	14	8.6699233009
1846	5	17	8.2220603917
1381	1	35	3.7548468604
1398	4	25	9.0216718041
2756	1	40	4.4799971406
138	1	88	12.452891095
1364	4	93	9.9034291236
796	1	26	5.0918442628
1568	2	31	0.9643228916
1963	5	11	7.7973600953
1349	1	45	7.5756703094
1468	1	6	6.5334281613
1830	4	91	8.3139951841
2847	4	86	14.012746696
937	1	75	9.0094843094
2782	4	100	13.749694603
716	3	90	7.9458209559
1552	5	29	10.301079866
2942	4	35	3.2626030057
1674	4	96	9.2926899386
465	4	38	10.60884259
2712	5	38	5.6771098166
244	5	79	8.5479409127
1639	2	26	4.5531492075
1053	2	42	7.5328804721
2384	1	31	4.1884461487
2977	1	55	8.7816030706
1093	2	92	6.2017628589
1430	4	45	7.922079809
144	4	97	15.954664512
2570	1	63	5.2535103524
2099	1	53	8.1063092862
1504	1	11	3.2007583604
2122	1	83	14.609872145
579	4	5	9.3275602723
2748	4	8	7.5846352638
531	1	75	6.2777091575
2062	2	63	10.36618982
2342	5	17	9.5506272165
2742	4	98	17.858259914
2533	4	24	11.520190959
98	1	38	2.8331268245
312	3	59	10.852866581
2898	3	55	7.648432093
1015	1	75	4.3467847543
445	5	92	10.85540762
1888	4	36	3.2560854304
1269	3	12	6.8992662159
2776	4	94	13.877450727
1279	1	38	9.318040166
2192	5	49	9.7831816938
2129	4	51	5.2025873372
69	4	37	5.2110830993
140	3	71	6.8878864165
1228	1	99	7.2534440003
287	1	53	7.9879860124
1030	2	94	10.956036073
2216	3	91	16.656434871
457	1	57	3.8309519374
1100	4	41	11.094897002
2498	5	67	6.8955920017
12	5	65	4.1355553895
1768	2	83	11.56619813
1845	5	6	8.1609113936
2337	2	64	13.283185462
1868	4	96	15.538418232
2332	4	62	13.893912015
1665	3	69	13.911312762
1106	4	10	9.4355326779
578	5	98	15.581518928
2381	5	58	9.9368048951
346	3	15	-0.723940098
863	4	24	6.4178175125
107	5	83	16.226390448
2929	1	1	4.3579996775
4	5	46	5.9947129887
278	5	99	15.593903752
2524	5	58	14.304530078
2819	4	98	11.364022863
316	1	94	14.467630914
1798	4	38	3.1843445873
1396	2	73	13.211783287
577	2	49	10.384403789
1585	2	70	14.680505037
1408	4	83	16.653509985
222	3	30	1.8000432031
2334	5	9	6.8046529531
831	3	48	9.4010463867
2835	5	90	10.227903988
1667	5	20	12.521038567
2588	4	8	5.8019491412
1818	4	84	10.73996117
2836	5	54	14.660915441
818	4	82	13.890469209
1981	2	82	8.3279069414
2647	2	51	5.2400010562
2876	2	26	-0.324856842
2624	4	33	13.738411943
309	5	77	17.782300335
1067	3	92	15.817831637
109	4	98	13.046369648
2673	5	13	3.6013056547
2421	1	11	6.2990562295
476	4	68	12.244213252
2938	1	77	6.4190809067
678	4	46	8.3611787054
2003	5	4	9.3776755746
1277	2	94	3.2198959479
2094	3	95	16.837873718
2001	4	53	22.392734134
276	2	57	9.1763034784
52	4	4	4.4402208102
662	2	22	0.8074738213
1777	1	1	-4.681898726
2914	2	38	10.321148812
2843	3	28	9.359565465
2888	1	91	12.486080453
1136	1	79	8.5377189016
219	5	83	13.650028072
2177	1	58	4.5138814552
2145	4	76	12.861448046
488	2	61	6.4661927422
2095	2	100	8.3334270175
1456	5	74	12.514761048
918	2	63	14.765999723
2773	5	6	5.3728860724
769	2	43	6.9267585906
1376	5	9	2.4082259481
1148	2	70	12.549355794
1896	4	73	11.657718818
505	4	12	1.609674417
1602	1	23	-0.821986216
122	2	32	13.538945403
2072	3	31	6.6090296816
2629	5	17	1.7159766169
1201	1	62	3.3377259501
891	4	25	11.504410983
1601	1	6	-0.111284543
1305	2	36	6.8648592197
573	4	60	5.9284688749
1344	5	24	5.9135851016
1037	5	14	9.4785660955
2136	2	63	7.8343961097
2634	3	3	5.243808058
736	3	14	11.082389561
1295	2	63	6.8471972618
2073	5	85	17.676440376
882	1	16	4.9622470397
761	4	81	24.106443819
111	2	10	5.1196213967
2385	4	80	14.795081227
380	5	100	17.833840941
2344	3	99	12.306917268
2158	3	36	6.5041622893
2259	5	33	8.3471284519
1907	5	49	11.86708951
2259	5	33	13.328161265
230	2	80	7.3477141362
1871	4	86	11.432487247
183	3	55	9.8682344702
709	2	65	8.0087925417
1418	5	30	11.647218201
2992	3	87	13.009556098
1753	3	28	3.519898695
896	5	23	12.358749649
2659	3	43	16.437787173
910	3	45	10.291261552
720	3	82	9.2936455294
595	1	100	8.9190663043
495	2	59	8.8040103702
2375	5	84	19.068951992
2217	2	45	9.9702398916
1654	2	22	8.7130065889
1105	4	54	8.1009258737
2725	2	86	11.938224231
1198	5	15	8.6786498222
2816	5	4	13.722376623
392	4	15	2.3205359882
2683	4	19	8.8364205063
795	1	78	14.075572684
2520	3	94	11.77059057
1342	2	7	0.9452166
189	5	43	9.4393804922
2733	5	22	17.043812002
1706	2	58	6.2139780782
267	1	34	8.9008711121
2183	1	74	6.3125584856
2015	4	63	10.583485316
380	5	100	18.029980447
529	3	73	9.2373700679
949	3	68	13.005489956
2459	2	70	6.9029974343
2224	1	20	-2.031438526
1595	3	65	14.500950721
2495	2	93	10.541737589
1693	4	68	13.400928205
68	4	95	14.496405688
1561	4	63	14.839977199
1424	4	33	9.7177005919
2068	2	29	9.5968528405
348	3	70	10.731720559
2050	3	32	6.1269063304
119	4	99	8.7338087405
2053	2	89	15.616092341
2687	1	42	0.3031278268
1697	2	20	3.6055766454
1630	4	97	13.102512843
1568	2	31	-1.314067858
198	4	92	13.606299795
2054	4	57	13.837979777
1886	4	21	5.833907562
2511	5	4	13.825406746
2422	1	44	9.7950103084
215	2	22	9.4881171556
1863	4	100	17.628253352
2132	1	25	2.5956932388
2397	4	15	9.1601156854
693	5	35	12.841390694
1350	4	36	6.8386855612
2183	1	74	1.8335185834
1188	3	99	12.303938364
1035	1	26	5.0259659658
2640	4	69	11.144197783
2916	2	50	6.7367401328
1638	3	95	13.872345907
2052	1	88	9.0079283308
2324	3	79	12.124224166
2072	3	31	5.4271574919
2795	3	60	6.8045386274
1192	2	100	18.007705226
1539	2	2	0.773553649
1401	4	8	12.3542293
1804	4	97	14.188577556
977	1	68	5.3543932788
361	4	13	4.991685962
227	4	55	13.218965227
1029	4	65	12.676478127
802	2	92	15.028414953
1851	1	72	9.5380693602
1962	2	82	13.577622385
911	3	73	9.5322397872
2998	5	83	17.214829181
702	2	67	14.64791165
868	5	81	3.4642187009
64	5	43	8.5383132897
1707	3	14	8.9984923516
1748	5	69	12.254003263
1214	3	70	6.7619442655
1454	4	4	1.1982049719
1467	4	94	11.555186098
895	5	27	14.875280311
1649	1	75	10.743962181
2464	5	53	17.500001462
1493	2	41	10.573809214
2932	4	12	1.3347438397
687	2	82	16.734158338
245	1	13	1.3409526921
2011	2	64	16.276115452
2057	3	95	17.170530336
1862	2	99	12.457065339
1747	4	44	4.4486222346
88	3	98	8.5198154323
1424	4	33	11.608692444
1086	3	26	10.131362344
2758	4	91	13.168648166
521	4	46	6.7590834573
2011	2	64	12.229712478
1108	1	53	4.3651488459
880	4	55	15.060625899
2639	3	68	10.333032993
110	3	88	13.682361489
2808	3	40	5.7919519989
2898	3	55	11.605172214
88	3	98	13.355776358
2842	1	87	2.0368344049
809	2	87	6.4768720117
401	2	5	10.504011456
1922	2	77	7.4028157797
1430	4	45	9.7601872785
1924	3	65	16.394377582
578	5	98	12.546067518
2112	2	73	8.4179853018
582	5	24	6.0214315909
2568	3	90	14.220992935
2207	4	89	15.05933561
2308	5	72	12.016390694
1659	1	58	9.1949187713
1004	4	28	10.828585851
1487	4	99	12.498747516
192	1	100	17.763594017
1434	5	66	14.346876134
2005	3	77	6.0236190628
1845	5	6	8.7902777239
2938	1	77	12.746768811
120	5	20	13.029432281
2121	5	15	10.82419846
1421	2	45	12.766453648
578	5	98	13.78527294
2246	4	4	4.4810452621
1414	1	29	9.2803204463
2674	3	55	6.1539171243
978	5	14	9.2262551529
290	4	5	4.0112302075
1733	4	53	8.415860963
605	5	94	22.165411202
299	5	19	12.732651786
2953	3	20	2.8545211742
1772	4	18	2.6991453246
1940	3	68	13.691402249
2452	4	33	11.103318076
1353	3	76	13.997198326
1993	1	91	10.622662872
81	3	40	5.1739187833
674	4	73	12.899194235
1213	2	41	8.6863965326
2387	2	83	16.426657166
2795	3	60	7.5804579714
372	5	80	15.006412679
2396	1	46	7.2911560425
2186	3	80	14.394201948
804	3	78	9.4414835481
2597	1	74	12.488423829
1915	4	40	10.236845594
2183	1	74	10.207891297
2042	3	82	15.714613889
2163	4	93	16.159243332
1440	2	24	8.0778662413
1482	5	64	18.779274606
2411	1	57	9.3225629049
156	3	88	4.7690341199
523	3	88	16.27568144
95	4	54	11.321032482
2735	2	7	1.4649186944
1823	2	87	20.11988049
343	1	70	11.89105471
141	3	2	5.4478425612
234	3	4	8.2778345498
847	1	18	4.1652853246
2338	2	35	6.2010316145
2405	2	73	12.098596343
2004	1	13	5.800176781
1328	2	65	12.068468166
1785	2	24	8.4728684027
807	1	2	4.4616483572
2744	2	65	2.3542789033
831	3	48	10.297512256
2808	3	40	0.1123249522
646	2	98	11.25931364
1273	2	19	9.4624110185
1738	4	91	13.223742903
